Period 1	169.724
Amplitude 1	276.297
Phase 1	4.574
Ecc_sin 1	-0.097
Ecc_cos 1	-0.188
Period 2	69.997
Amplitude 2	83.958
Phase 2	1.008
Ecc_sin 2	-0.040
Ecc_cos 2	0.008
Offset 1	-72.606
Jitter 1	19.005
