Period 1	169.266
Amplitude 1	266.996
Phase 1	4.712
Ecc_sin 1	0.024
Ecc_cos 1	-0.059
Period 2	115.491
Amplitude 2	202.274
Phase 2	2.175
Ecc_sin 2	-0.066
Ecc_cos 2	0.340
Offset 1	-31.793
Jitter 1	17.513
