Period 1	170.180
Amplitude 1	263.293
Phase 1	4.827
Ecc_sin 1	-0.065
Ecc_cos 1	-0.311
Period 2	14.372
Amplitude 2	76.967
Phase 2	2.481
Ecc_sin 2	-0.025
Ecc_cos 2	-0.049
Offset 1	-69.449
Jitter 1	2.272
