Period 1	168.579
Amplitude 1	250.866
Phase 1	0.424
Ecc_sin 1	0.043
Ecc_cos 1	0.009
Period 2	86.643
Amplitude 2	102.732
Phase 2	1.955
Ecc_sin 2	-0.081
Ecc_cos 2	0.019
Offset 1	-75.805
Jitter 1	17.668
