,BJD,RV,eRV,eRV_og,residuals
0,0.0,0.0,1.0,1.0,0.0
1,0.022258730110952352,0.0,1.0,1.0,0.0
2,0.044517460221904705,0.0,1.0,1.0,0.0
3,0.06677619033285706,0.0,1.0,1.0,0.0
4,0.08903492044380941,0.0,1.0,1.0,0.0
5,0.11129365055476176,0.0,1.0,1.0,0.0
6,0.13355238066571412,0.0,1.0,1.0,0.0
7,0.15581111077666646,0.0,1.0,1.0,0.0
8,0.17806984088761882,0.0,1.0,1.0,0.0
9,0.20032857099857118,0.0,1.0,1.0,0.0
10,0.22258730110952352,0.0,1.0,1.0,0.0
11,0.24484603122047588,0.0,1.0,1.0,0.0
12,0.26710476133142824,0.0,1.0,1.0,0.0
13,0.2893634914423806,0.0,1.0,1.0,0.0
14,0.3116222215533329,0.0,1.0,1.0,0.0
15,0.3338809516642853,0.0,1.0,1.0,0.0
16,0.35613968177523764,0.0,1.0,1.0,0.0
17,0.37839841188619,0.0,1.0,1.0,0.0
18,0.40065714199714236,0.0,1.0,1.0,0.0
19,0.42291587210809467,0.0,1.0,1.0,0.0
20,0.44517460221904703,0.0,1.0,1.0,0.0
21,0.4674333323299994,0.0,1.0,1.0,0.0
22,0.48969206244095176,0.0,1.0,1.0,0.0
23,0.5119507925519041,0.0,1.0,1.0,0.0
24,0.5342095226628565,0.0,1.0,1.0,0.0
25,0.5564682527738088,0.0,1.0,1.0,0.0
26,0.5787269828847612,0.0,1.0,1.0,0.0
27,0.6009857129957135,0.0,1.0,1.0,0.0
28,0.6232444431066658,0.0,1.0,1.0,0.0
29,0.6455031732176182,0.0,1.0,1.0,0.0
30,0.6677619033285705,0.0,1.0,1.0,0.0
31,0.6900206334395229,0.0,1.0,1.0,0.0
32,0.7122793635504753,0.0,1.0,1.0,0.0
33,0.7345380936614276,0.0,1.0,1.0,0.0
34,0.75679682377238,0.0,1.0,1.0,0.0
35,0.7790555538833324,0.0,1.0,1.0,0.0
36,0.8013142839942847,0.0,1.0,1.0,0.0
37,0.8235730141052371,0.0,1.0,1.0,0.0
38,0.8458317442161893,0.0,1.0,1.0,0.0
39,0.8680904743271417,0.0,1.0,1.0,0.0
40,0.8903492044380941,0.0,1.0,1.0,0.0
41,0.9126079345490464,0.0,1.0,1.0,0.0
42,0.9348666646599988,0.0,1.0,1.0,0.0
43,0.9571253947709512,0.0,1.0,1.0,0.0
44,0.9793841248819035,0.0,1.0,1.0,0.0
45,1.0016428549928558,0.0,1.0,1.0,0.0
46,1.0239015851038082,0.0,1.0,1.0,0.0
47,1.0461603152147605,0.0,1.0,1.0,0.0
