,BJD,RV,eRV,Flag,eRV_og,residuals
0,0.0,-23.057142385663575,65.99412324328472,1,27.48142463,-23.057142385663575
1,49.944241519551724,-328.8140924556636,64.62108286811632,1,23.99768214,-328.8140924556636
2,54.937785289715976,-299.2867517756636,70.94838069349997,1,37.86392901,-299.2867517756636
3,69.92236800957471,0.3324745643364224,70.34017718452031,1,36.71164561,0.3324745643364224
4,81.69271639967337,18.32309361433642,69.57360935186072,1,35.22061208,18.32309361433642
5,87.90230625960976,109.90225724433641,64.78797404938005,1,24.44352631,109.90225724433641
6,89.81115163955837,81.20288992433642,69.85332852773355,1,35.76998607,81.20288992433642
7,97.68124486971647,94.55052890433642,66.94210871752941,1,29.68586055,94.55052890433642
8,108.7870960496366,65.15374795433642,72.95638580718285,1,41.50468199,65.15374795433642
9,139.66749294986948,98.42096240433642,68.11410096844459,1,32.24182296,98.42096240433642
10,157.75800319993868,29.37013631433642,67.92927894018055,1,31.84951074,29.37013631433642
11,369.88983573997393,-382.0584337656636,66.16957888646316,1,27.90013561,-382.0584337656636
12,393.9646271299571,-343.3296238956636,66.94858291931519,1,29.7004571,-343.3296238956636
13,416.9664695998654,10.78968986433642,64.54014056755582,1,23.77885913,10.78968986433642
14,429.92106541991234,181.2300276843364,65.01950421237828,1,25.05075498,181.2300276843364
15,435.92837311979383,144.4547930543364,71.58533388751249,1,39.04439044,144.4547930543364
16,443.8735050498508,205.12050726433642,64.3148249166199,1,23.16033465,205.12050726433642
17,452.7674304796383,61.35027804433642,62.74635756951674,1,18.3605497,61.35027804433642
18,457.7443388099782,183.39745318433643,67.58427438188006,1,31.10688896,183.39745318433643
19,465.7766473595984,136.10980396433644,80.64193844402797,1,53.88067031,136.10980396433644
