BJD n order chunk rv e_rv norm0 e_norm0 wave0 e_wave0 wave1 e_wave1 wave2 e_wave2 ip0 e_ip0 atm0 e_atm0 atm1 e_atm1 bkg0 e_bkg0 prms
2460683.6329224585 2 4 0 0.0 0.0 831.0134499252878 inf 15561.246665482413 inf 0.051004246648621285 inf -4.212499699289983e-06 inf 911.9681332967266 inf 24.086243281733584 inf 1.0 inf -0.36214194387034737 inf 11.822641475098056
2460683.6329224585 2 5 0 0.0 0.0 592.1490561631185 160.10134243418088 15671.589441353033 0.03395022084376265 0.049508608495938626 8.549213066870948e-05 -5.414865472507236e-07 6.458821850514547e-08 0.8281776534553023 0.20324068911821463 4.400092684396783 3.3483241318379733 1.0414493996931553 0.3754918782150756 0.10132095176145772 0.2983127663915759 10.335320064204145
2460683.6329224585 2 6 0 0.0 0.0 487.66427078676816 46.39463220462356 15777.394050763212 0.003921724464555921 0.046990527152295174 5.936098093693094e-06 -5.67378605932654e-07 1.0150790641649183e-08 1.2046980709195372 0.12291095745785864 10.138934928769164 7.389383765867832 1.753786397541263 0.26974643852672714 0.24139918703552393 0.11887964718217571 10.237916229432473
2460683.6329224585 2 7 0 0.0 0.0 598.1311102038014 81.66667890159167 16004.767486544793 0.005899565216452 0.053272191632124447 3.07691224392421e-05 -5.07341247792951e-07 4.0185230429439946e-08 0.7625651935968152 0.11326548060136157 1.0115402054101652 4.007304571297606 0.988082973282539 0.19337781679101676 0.017448557703330123 0.13958922644798974 11.853212406935022
2460683.6329224585 2 8 0 0.0 0.0 563.3584942213259 82.99984670887117 16119.225049123366 0.0058583862043363865 0.05086932457364449 1.9581150175242312e-05 -5.632619387277437e-07 2.2384254081832805e-08 0.6249821291172458 0.1565370558070253 0.1997964624421853 6.794362219209973 1.2474315811633445 0.27645073572302414 0.23511410607009997 0.18292792711989686 13.076734746091523
2460683.6329224585 2 10 0 0.0 0.0 574.13746523502 83.62141059810732 16475.286172075204 0.011030559950323331 0.05478186154455133 1.3287636812570038e-05 -5.720784901546816e-07 3.036651525261089e-08 1.1614898457583913 0.21960502811629928 5.256749857305101 2.5639824608851156 1.5640701095420098 0.3581219964932893 0.2313038777673165 0.18021468793065562 12.879334596984645
2460683.6329224585 2 11 0 0.0 0.0 574.3535755886375 1121.6036036260411 16593.00581081077 0.041702754058730605 0.05233331260186359 4.101866074814369e-05 -5.880232648446744e-07 1.486813676659321e-07 0.5005837357318665 0.7255306968125237 3.1187628182128644 6.496058265129575 1.0894073682559655 2.5507563793157746 0.3010471359015047 2.5416139773389554 13.866379934398628
2460683.6329224585 2 12 0 0.0 0.0 407.596465895838 77.83887828896744 16704.905171043207 0.034767772487862704 0.04964908037038655 2.2074208266121284e-05 -6.607272384857596e-07 5.127598841998263e-08 0.7086816526261251 0.37261586455894696 -0.005238950296048539 3.463656575478146 2.2668771440421134 0.7023776170414582 0.8767571936711513 0.35946380576225956 13.742132341470287
2460683.6329224585 2 13 0 0.0 0.0 154.61588125166645 8.090930545654382 16973.953277159086 0.07415248878203502 0.05496375948146274 7.663458911973746e-05 -2.4568578720413663e-06 1.5882004743688257e-07 4.752842646447419 1.289557579969768 501.40852898081414 110.05789043701508 54.29486394213809 10.622645889521095 3.96738828851545 0.2530275243220474 12.414418442699803
2460683.6329224585 2 14 0 0.0 0.0 497.2289186900353 39.911473384690964 17095.291119056576 0.017959776299950856 0.053895766595891154 3.9069540084151895e-05 -6.334955077264591e-07 5.757230483485628e-08 1.8500881410329297 0.3451505402413087 10.011159401955071 1.4336071791735945 2.08056424814296 0.5466151657664378 0.5307384923973435 0.12296941333063237 13.39054699965199
2460683.6329224585 2 15 0 0.0 0.0 1209.4116125376015 274.44153506225615 17210.499132815603 0.008976764278906072 0.051164308140045564 1.3007827085175712e-05 -6.245491052716246e-07 2.1817443789880625e-08 1.6618986814711125 0.20795191435371727 2.078514009727336 0.5973599416043205 -0.14103665211327196 0.26996721631272635 -0.36114521227170626 0.14535751404714556 15.285626562025307
2460683.6329224585 2 16 0 0.0 0.0 645.5809558819248 17.568265219428696 17503.80066194273 0.007413397694900315 0.058077617449968554 7.193667257956368e-06 -4.1206997128899886e-07 1.9078990241915636e-08 2.076358134388594 0.3545817351791232 3.7537412022444254 0.23326959909605177 1.9417279742683047 1.816185343062206 -0.0033119912557962304 0.027108927438595883 18.79578775105435
2460683.6329224585 2 17 0 0.0 0.0 602.2296555441526 15.042097639967993 17628.409443556535 0.006882646640113981 0.05553885522236418 8.182291253269773e-06 -6.058451094618914e-07 1.5103790520097725e-08 1.0176898623230013 0.40833118110147343 4.046663123503409 0.23773792396290394 2.089188491552838 1.5546151650019737 0.046020459331915835 0.026226378470241115 19.974841114692456

2460328.5467368485 3 1 0 0.0 0.0 275.63828288783196 inf 15139.585882757146 inf 0.05044059640450514 inf -4.714790105161309e-07 inf 1.1212941634992952 inf 5.218769621512662 inf 1.0 inf 0.2082788457833353 inf 18.722767523494255
2460328.5467368485 3 2 0 0.0 0.0 324.765808850636 454.3637484826797 15247.92277975983 0.03187402702212375 0.04812648288133139 5.4043466438648574e-05 -6.126412061051294e-07 9.163125334053758e-08 2.5542018345320043 0.6148478447815275 7.0958794959218725 11.931932943264894 36.84565580388439 54.668006792288566 0.09493375954324919 1.5341902565647931 19.523948570857502
2460328.5467368485 3 3 0 0.0 0.0 681.6563167826403 2157.0880267199095 15350.98715556817 0.023661445854114588 0.045806542341153875 3.417273578358574e-05 -6.634126282485856e-07 5.7781591813940845e-08 1.0613473154461683 0.531218487849053 3.993994997386752 13.537093540466847 0.73098912382381 2.3956075710442635 -0.42840155286550274 1.8097132968343157 17.97478003154282
2460328.5467368485 3 4 0 0.0 0.0 1696.5256875307539 inf 15561.716162224688 inf 0.050830911701771564 inf -5.775176096842967e-06 inf 1504.901308763289 inf 14.007384758824868 inf 1.0 inf -0.7598687590041797 inf 15.214108991893488
2460328.5467368485 3 5 0 0.0 0.0 331.3529984963138 35.34238907148942 15671.474619274291 0.024013889753496446 0.049542190505752384 6.313549854100302e-05 -6.414723666797912e-07 4.812184660884534e-08 0.3395560747856141 0.28528481547849843 5.445354239550865 4.111593338849848 1.6467589791681516 0.28121438089204537 0.28960125850181967 0.13811698944692244 12.696064961321962
2460328.5467368485 3 6 0 0.0 0.0 395.9324116876844 23.083845671274645 15777.264803202455 0.003164526616099272 0.046983019202780245 4.55989753681077e-06 -5.893326091005866e-07 7.755206923731493e-09 0.6943401711924028 0.125237937497769 29.343313811479163 8.480788205595807 2.0190724176302215 0.2126445687641638 0.33890864191496306 0.07871671986047622 11.159581118743409
2460328.5467368485 3 7 0 0.0 0.0 700.7272421542638 189.68535234133273 16004.546334780041 0.007808854251776726 0.05322054563433202 3.8848381964536746e-05 -4.757950919648335e-07 4.953036733349365e-08 1.0949194232604478 0.10855916660713572 5.074010529491079 3.1442433998267347 0.5818279595648216 0.19645230438903052 -0.3770936339968439 0.16912220034106104 13.967587532968489
2460328.5467368485 3 8 0 0.0 0.0 473.42475043206565 79.2678324517974 16118.999126815137 0.0064833785894860985 0.05086508859878558 2.1679338860166154e-05 -5.54738420667475e-07 2.4677264531900468e-08 0.5891737540628633 0.18066918503064897 -0.049531398518104064 7.889726956907106 1.224497517118896 0.30916099416295695 0.1611680842809796 0.19554256647384363 19.775615390540434
2460328.5467368485 3 10 0 0.0 0.0 936.4697156701017 280.17504595610933 16475.00191420802 0.00901124099032396 0.05477294555734276 1.0428015646275419e-05 -5.803750405663948e-07 2.695931315454774e-08 1.247592770028571 0.15878620368049134 1.4768809671747358 1.3558702429242264 0.6917821651675286 0.25865404619436083 -0.39211463837869165 0.1823185800912632 14.316924371347303
2460328.5467368485 3 11 0 0.0 0.0 535.4430525643086 773.4749174689305 16592.689753523136 0.03627596222351755 0.05232404772213415 3.275441214687071e-05 -5.42495243626982e-07 1.2801835370573815e-07 0.4358563692410849 0.6922218168482116 2.532082392063296 4.185034824077099 1.1667051011156868 2.047723990386309 0.1843677077770425 1.7116802072745787 14.72522170353987
2460328.5467368485 3 12 0 0.0 0.0 512.917757279016 154.73801704031203 16704.57470658715 0.029015163197605588 0.049671241228408554 1.8458302916899038e-05 -5.938379115350019e-07 4.2602427468279624e-08 0.44488626581415863 0.35043398798640457 0.07580194242703292 2.266461108824144 1.2792434241840536 0.5308783021157919 0.26587919105175567 0.3827275653388131 14.982569064091459
2460328.5467368485 3 13 0 0.0 0.0 153.47555500682216 9.2982853526637 16973.625641968523 0.08444078885265492 0.05481172011326129 9.808607277743695e-05 -2.1379273686891545e-06 2.0480863065376517e-07 4.6736939928518995 1.6715917666192033 412.58093018401826 92.00892455792267 21.976720124447418 5.575021352005626 3.688073417746046 0.282134325696128 14.228294447858293
2460328.5467368485 3 14 0 0.0 0.0 484.87223645224236 36.426967008121096 17094.901476420604 0.015560856490792299 0.053861999011302925 3.878392893466056e-05 -6.003532718695693e-07 5.5434113812069053e-08 1.4742407315591721 0.3563526370632329 8.963500284913037 1.2124169151301663 1.2111557963326627 0.462849141276352 0.3736411426788792 0.10330700661177003 15.731552803162984
2460328.5467368485 3 15 0 0.0 0.0 608.7340884598856 49.79417627251906 17210.087635119595 0.008359654877146032 0.05116071552934258 1.096019344845877e-05 -6.133294520291755e-07 1.9058565635382667e-08 0.5927423963072603 0.402487463454783 4.223126982046911 0.5540678434082892 0.6849684181117718 0.39892968400442713 0.05421129869743468 0.08643087770156878 16.59395001658414
2460328.5467368485 3 16 0 0.0 0.0 562.9350398880813 5.355284582936168 17503.393032341475 0.006081075500210991 0.058084309501238524 7.93836466510531e-06 -4.922616809453303e-07 1.607033703828471e-08 0.889784176058086 0.35319462566315163 4.601445087532863 0.13163869720428578 -1.1684972309658017 1.767203717996351 0.09740594734198336 0.008376433648340224 19.337632029395373
2460328.5467368485 3 17 0 0.0 0.0 550.6305766401864 4.301028730111082 17628.19167219125 0.009461856041312918 0.055547909749574825 1.0397843466742442e-05 -5.762440084504231e-07 2.0288493620521012e-08 0.7111573869683483 0.43114142761855295 4.606347213246425 0.12148049786172672 4.655133823982667 1.6858156122720644 0.11420919082036259 0.005429481833023273 22.412762863836573

2460328.5467368485 4 1 0 0.0 0.0 442.5903765487979 inf 15139.614652867966 inf 0.05044401599091824 inf -4.921499215495033e-07 inf 0.6065738917541031 inf 4.020074739982817 inf 1.0 inf 0.13827116428757766 inf 17.69289046921701
2460328.5467368485 4 2 0 0.0 0.0 125.3317276670712 24.25768569948281 15248.008035898603 0.05796613720181096 0.0487014661909611 7.943610241258508e-05 -7.43274727638711e-08 1.4635553565055383e-07 -4.3258719410169695 1.5170395130657996 70.6347578545367 30.492747414267452 -13.103202237741344 36.28250163073142 3.6768941096195693 0.9097259572558142 14.784020027436377
2460328.5467368485 4 3 0 0.0 0.0 4028.985028829672 32937.53744069504 15350.99962557292 0.05935543116637592 0.04585494121655796 7.65268707549539e-05 -8.41229167775013e-07 1.454871298348068e-07 10.65451595416972 5.659722789485544 1.6754228275053793 14.04701347365286 0.27546755108277676 2.2816947804827628 -0.8588495681349242 1.1542536812325497 13.743481066341081
2460328.5467368485 4 4 0 0.0 0.0 728.5971955686231 inf 15566.46058805594 inf 0.05589730235875387 inf -7.485319357023917e-06 inf -745.3033554472771 inf 49.364042708281545 inf 1.0 inf -0.1661551721701513 inf 12.11801726759971
2460328.5467368485 4 5 0 0.0 0.0 1240.4033326330245 840.998217655001 15671.792660925623 0.027350481672851645 0.049026992024915506 5.8347977011359445e-05 -1.662375110979358e-07 4.722675592791997e-08 0.935830220066678 0.17960035498073904 5.13204521905261 3.963490892047941 0.42867320889216304 0.33214853782972 -0.5058745619899265 0.3353072817980224 11.3322455823652
2460328.5467368485 4 6 0 0.0 0.0 418.5881779568946 36.10418601275435 15777.397929328157 0.003512559404876322 0.046994419957436605 5.255487244596986e-06 -5.878194694093729e-07 9.083623141458705e-09 0.9105556266070944 0.12585278926997046 18.268018730658135 8.628802048466174 1.8111483721985955 0.26166684424678577 0.2336665103073226 0.10727736169043516 14.788429322903953
2460328.5467368485 4 7 0 0.0 0.0 645.5434660119386 84.09010732995841 16004.72250490526 0.006602190038889082 0.053238173665096915 3.446329662160114e-05 -4.82924642437908e-07 4.548087573783328e-08 0.8567484330583396 0.12856345539258152 -0.27766871986597264 4.770346306528109 1.1482524711094828 0.22272825243251965 0.0424465242843045 0.13653221055978038 12.63827566558207
2460328.5467368485 4 8 0 0.0 0.0 489.651504028831 60.89199082611742 16119.19266962335 0.005789373054495231 0.05086790254330235 1.8743078736968578e-05 -5.809415863533907e-07 2.181276865471788e-08 0.5882593966861631 0.16427499116069721 7.641312604214691 7.950110107398043 1.4293336215546275 0.2821629048880216 0.26858435763079497 0.1587877655494817 14.628384837175396
2460328.5467368485 4 10 0 0.0 0.0 659.8006661204104 78.96959476998356 16475.255059075407 0.009398679900665051 0.05480343554782164 1.1128592539492369e-05 -6.086043988332287e-07 2.6393525754621546e-08 0.8325116850034454 0.20494986467843074 4.259291858170123 2.537254579114854 1.4877471038834418 0.2859002072650762 0.10384908937704138 0.13287988871577 14.105866597542093
2460328.5467368485 4 11 0 0.0 0.0 186.75216691839438 32.00073644866386 16592.978153157685 0.026899637175283275 0.05231089855950137 3.4101089773458155e-05 -5.541930728246702e-07 7.707584560307179e-08 0.04480512367791185 153.99462813163595 7.110759256350291 6.185696350706171 8.023253981798455 2.974632932191741 2.4214248308883444 0.5876377501532775 13.91773451262854
2460328.5467368485 4 12 0 0.0 0.0 420.0761565963319 84.43623590937435 16704.904532203363 0.033586988746722224 0.049665513266604254 2.014888457269302e-05 -6.25020855864501e-07 4.899602258428718e-08 0.53235156620035 0.3854217156374703 -0.011131285435564853 3.427402310246978 2.064219487866972 0.661878697982075 0.6490285269608831 0.3325300838842688 14.388533120207084
2460328.5467368485 4 13 0 0.0 0.0 177.59953996734373 9.175324553248972 16973.51118807073 0.09311786853527007 0.05486335113828302 0.00010132860804673228 -1.9020741724127556e-06 2.0709075866539884e-07 -56.0925007085094 1418.1130997395335 511.49046665476965 117.98219414819836 42.02837532448034 9.536109418208294 3.3573633019816853 0.21931018362940607 13.189695124301629
2460328.5467368485 4 14 0 0.0 0.0 508.4868389566268 34.97313309824922 17095.21744371507 0.015335717543673676 0.05391296744439549 3.4548571596246967e-05 -6.238679766163041e-07 5.057474210009949e-08 1.4453076673217342 0.34889937588607733 9.916379934878893 1.247205668029556 1.7663717361138767 0.5072660363625716 0.3935470833084344 0.095860100302294 14.183015077078172
2460328.5467368485 4 15 0 0.0 0.0 659.0872827435442 inf 17210.480231829795 inf 0.05115795548211883 inf -6.505578294360172e-07 inf -0.022512417655955158 inf 3.665287147010296 inf 0.6265664403791176 inf -0.03327799773020294 inf 16.49798803425155
2460328.5467368485 4 16 0 0.0 0.0 547.824782376193 5.811270036085249 17503.758743177506 0.007644130426203238 0.058077529823962776 7.638071880910833e-06 -4.342688884783149e-07 2.0885058528330564e-08 0.9879216386417189 0.36989497655226705 4.682899159453289 0.1406896985009508 1.1137095878195205 1.7354836320080103 0.08475474755350869 0.00972321038285205 19.313095171418933
2460328.5467368485 4 17 0 0.0 0.0 576.8037829042387 inf 17628.372481832947 inf 0.05555361634497488 inf -6.121760742243975e-07 inf 0.0065771157936369284 inf 4.26605475303294 inf 1.199228281083161 inf 0.056003864124906426 inf 20.398674026225937

2460624.830119106 5 1 0 0.0 0.0 341.96375463432975 inf 15139.618469471372 inf 0.05038266830166088 inf -5.312505360411815e-07 inf 0.03993074079725175 inf 2.369457274944499 inf 1.0 inf 0.38443049930311196 inf 17.317481279299706
2460624.830119106 5 2 0 0.0 0.0 435.3775076925938 2455.03800899623 15247.973136425895 0.05537005399447155 0.04815290710842849 7.138483790703757e-05 -6.691170831942174e-07 1.294393974082902e-07 1.6746580869805492 1.3161476674266006 2.867838097239093 17.415397611843368 -0.005862259778920478 6.197166328406458 0.15930870875625056 6.538747985180729 16.432661985704225
2460624.830119106 5 3 0 0.0 0.0 556.4102312551738 486.76459758315946 15350.746233014484 0.07939629534468563 0.045716859580113824 9.05722386426017e-05 1.990326431062036e-07 1.8467329157783126e-07 6.2152220440872785 1.5415645302208367 13.550046443309375 14.303081947861799 0.000906494899609425 0.3157145702576673 -0.037142856833206464 0.8441805149856122 13.862611573613817
2460624.830119106 5 4 0 0.0 0.0 563.8073008181495 inf 15560.233122964873 inf 0.0483530160675633 inf -2.1102034584536088e-06 inf 117.96401485015407 inf 27.66508211223812 inf 1.0 inf 0.02528419051789476 inf 11.912695898962351
2460624.830119106 5 5 0 0.0 0.0 470.40696581877353 69.80726927644317 15671.385729613623 0.01862201705259313 0.04972218610995253 3.845830044760803e-05 -7.581566409361383e-07 3.315986428219174e-08 0.5568639678754065 0.2062422890429871 15.306663850229182 5.024813482611518 1.448224718239896 0.32402060158035983 0.3257213437464567 0.1972770897492007 10.941400674234858
2460624.830119106 5 6 0 0.0 0.0 533.0612325665426 38.88567734509749 15777.238443718528 0.0030096482226298015 0.04696913001111113 4.187989341877727e-06 -5.866148316034253e-07 7.025984657893227e-09 0.721155006454254 0.11038922344549357 0.22659746994037278 6.877515151246242 1.6273134286133601 0.19655811971687392 0.23275329322002605 0.09059202073198874 10.682854002164405
2460624.830119106 5 7 0 0.0 0.0 861.590263702435 151.5019739429276 16004.594485791122 0.005277612617028801 0.053289415661215346 2.483328857846427e-05 -5.556522990845298e-07 3.103177324887421e-08 0.7314075386156246 0.08888884685444076 13.218859840202908 3.832188045066937 0.6915709647064423 0.160786239201062 -0.23472389239419308 0.13514046859680984 12.248223375021864
2460624.830119106 5 8 0 0.0 0.0 768.1023618170699 148.6729802108482 16118.997747169587 0.00515570984890392 0.05084607646623478 1.7806689812443686e-05 -5.605427745850818e-07 2.021187386671558e-08 0.6556741530468314 0.12257747612715394 0.17590343884347015 5.038765589635303 0.8700639573536141 0.2297177843093337 -0.10465482534272323 0.17405189210389121 13.851705689866705
2460624.830119106 5 10 0 0.0 0.0 746.0625498032679 138.74409629522958 16475.02740685248 0.009000527412562794 0.05477751056207346 1.0552249712035343e-05 -5.024367071284028e-07 2.4537389542954725e-08 0.6305994511044198 0.2149394420132331 11.166065793231123 2.975490727860991 1.0593381553643857 0.27834134564162744 0.026524077647622896 0.19153037991949298 12.805719590404502
2460624.830119106 5 11 0 0.0 0.0 2048.6979238419526 14624.014634136469 16592.862632654087 0.09070660102393638 0.051890332354088256 0.00011452872766154221 -5.862172602380693e-07 2.3773128952667544e-07 -3.8605316949820416 1.2051869983859216 6.711953897170745 49.75049285403072 -0.0004868604791436774 0.07437241991497645 -0.5992433732194886 2.8611711020715163 15.545563368910548
2460624.830119106 5 12 0 0.0 0.0 489.21244012469214 inf 16704.56475338328 inf 0.049670018085245606 inf -6.071871946793354e-07 inf 0.008840809291944612 inf 3.389118446952888 inf 2.2276941979398512 inf 0.7497484410326605 inf 13.787125121437823
2460624.830119106 5 13 0 0.0 0.0 10607.49354075347 45419.59800011505 16973.23538091206 0.03807670446843679 0.05649611465313999 8.301077335570516e-05 -2.892028712997597e-07 1.468821224767533e-07 511.3191439238513 350091.3909383793 0.6467138273006041 2.846637498291171 0.29523452785859894 1.2814922152000132 -0.9145256225551607 0.36608620816448545 12.390326925808756
2460624.830119106 5 14 0 0.0 0.0 220.50903252505017 16.885819671332953 17095.121318044658 0.07724143703933287 0.05361599622413247 0.00010406092169832025 -1.0805714807869215e-06 1.9305292104627829e-07 79742.87034133647 2169181828492.2866 95.62454042935573 22.49287084163825 5.063094852116774 2.378625443085003 3.031130232187041 0.3099858888349928 14.035213904810592
2460624.830119106 5 15 0 0.0 0.0 746.3910327059739 325.1624652184183 17210.074822343457 0.023525896197171426 0.05113580676052705 3.0101079393419694e-05 -6.261686604216571e-07 5.2430107377457685e-08 1.8962074015781847 0.4718318136917807 2.597478868057325 1.466614648681613 -0.004437909593481771 0.5204419514697618 0.10739621161319875 0.48312654986783876 15.747907702010574
2460624.830119106 5 16 0 0.0 0.0 728.6206973192288 23.765663925070992 17503.425054645937 0.00995186152850512 0.058093321569795395 8.183633140333497e-06 -5.549493648293037e-07 2.1488896851567602e-08 0.731242125117668 0.4690879954541072 2.1443813286138305 0.1482694119839921 1.0256759944481362 1.5194487878875542 0.08010293200408934 0.03524684183707666 18.609015484029605
2460624.830119106 5 17 0 0.0 0.0 722.2383841183978 7.574761160523978 17628.224773946935 0.01474689765386871 0.055460851865669625 1.5425810039644084e-05 -6.742408008383188e-07 3.082441018198967e-08 1.7459320582073699 0.187208229027535 2.029468748536238 0.10409266823372065 12.117093817122738 1.9705290130641056 0.05575112059940847 0.01082296314250792 21.70943548341

2460624.830119106 6 1 0 0.0 0.0 228.64084789456808 inf 15139.587748713548 inf 0.050440347341124306 inf -5.106940371404842e-07 inf 0.0029545742339592007 inf 6.586338234235661 inf 1.0 inf 1.3830805628223015 inf 16.33659180092816
2460624.830119106 6 2 0 0.0 0.0 110.55646275639923 45.08008853747514 15247.656113521733 0.06775718300046231 0.04897216232157216 9.500629617690675e-05 1.4416148873726437e-06 1.7495157785622608e-07 -3.528393900137426 1.3684993079752086 37.093245532549346 28.242205362420776 100.23814941126689 59.53302271457385 4.097585567655975 2.0851749667411776 14.727097620062349
