BJD n order chunk rv e_rv norm0 e_norm0 norm1 e_norm1 norm2 e_norm2 wave0 e_wave0 wave1 e_wave1 wave2 e_wave2 ip0 e_ip0 atm0 e_atm0 atm1 e_atm1 bkg0 e_bkg0 prms
2460683.6329224585 1 1 0 76.09408718988776 inf 308.29501686728815 inf 0.006479772582905318 inf 6.372149102197134e-06 inf 15139.593571042498 inf 0.050457552759602016 inf -4.671775557349344e-07 inf 0.050858155414180484 inf 4.365957731721852 inf 1.0 inf 0.18425705020336383 inf 18.85320795914659
2460683.6329224585 1 2 0 127.85235829732122 180.21005847589757 243.53279096604746 163.46932030421294 0.0023392442871236307 0.0018304032995881594 7.898339846709777e-06 5.718552797063013e-06 15247.998466713965 0.009369203450746688 0.04821746062516449 7.1131160126952385e-06 -5.052652665930221e-07 1.3481258338351127e-08 0.07527013456742142 0.3875621104167053 5.305430727112372 4.215703738670906 1.0331989960499783 4.256327708477542 0.40184237498039715 0.94226717125228 17.03298817097287
2460683.6329224585 1 3 0 250.87937889089767 261.2315972649418 413.76162524475 488.48687439148733 0.002652084055246871 0.0033584398786536337 -2.065047817556744e-06 3.650207435367384e-06 15350.942792436776 0.012910992248789608 0.045812555701679115 1.2902737100139646e-05 -6.082767921128359e-07 2.496819658123938e-08 1.2980642796271307 0.2496528421445995 7.279910929112604 9.539489055209476 1.3536141767532885 1.7109977297525496 -0.02293134397565589 1.1543367159416547 14.667697406948449
2460683.6329224585 1 4 0 -2394.348421526681 inf 746.8555298923928 inf 0.012312130097124174 inf -7.5080542388615955e-06 inf 15560.412099694537 inf 0.05099557519654837 inf -2.9822428246099755e-06 inf -4.570969087710973 inf 29.004651871498638 inf 1.0 inf -0.4479922294906797 inf 12.588895435214903
2460683.6329224585 1 5 0 57.36256433358554 187.6445389624142 214.5360380670225 15.259083522832897 0.00144198370265418 0.00066352579418806 9.789391941051044e-07 1.1966256419040743e-06 15671.47946202669 0.009478547311875838 0.0494600014131355 1.0323829342263415e-05 -5.430791106116331e-07 1.4059947680288827e-08 0.2674139627543724 0.22736079628243128 3.1137623791728837 3.5300721000797672 2.543172259275118 0.31856128550400054 0.745923055352814 0.12451302106134876 11.338655329543428
2460683.6329224585 1 6 0 17.91014126458673 163.9495321169856 346.6910256109538 34.0538893818625 -0.0012138454043873635 0.0009689161850483215 1.7613047577160067e-06 1.946868474382942e-06 15777.263640873784 0.00365172586428643 0.04697137113862528 4.787359129370003e-06 -5.869473248029551e-07 8.449821388076457e-09 0.9880658412191045 0.11147473631969891 16.065121295336073 5.23301211876228 1.5363126420426583 0.23032681317387724 0.22499363417478582 0.12088056333756146 11.275914306862854
2460683.6329224585 1 7 0 -18.443668805804744 198.50103689092822 402.4146877196165 52.71192174199939 0.0068768782265081025 0.0014409221920159462 -1.109120579084155e-06 2.4134679431911873e-06 16004.602009293845 0.004263158591990915 0.05326666056008553 1.0874454646906258e-05 -5.367300713489519e-07 1.610789442267287e-08 0.8793838657240928 0.11134379539247019 11.504972850789624 3.4845535992332355 1.1310581758162228 0.21235483756334636 0.08170635942547888 0.14252968536493246 12.96093853673266
2460683.6329224585 1 8 0 -13.724941597496782 167.53081755736443 495.15725493389095 92.96221180655337 -0.0017707821037398768 0.0012888974105671961 1.300699057477627e-07 2.4666958461503555e-06 16119.018554535574 0.0042598175766271435 0.05086800806492565 8.769868372261368e-06 -5.6179510610258e-07 1.1531779983390203e-08 1.0020589499968962 0.09964194391909427 -0.017459035635049913 2.43388375985435 0.8586521115973101 0.2107825712819153 -0.13880494003543556 0.1621905127500376 14.301949887803191
2460683.6329224585 1 10 0 -28.012490718125008 149.19305956397483 372.18586084994195 38.03586983691465 0.01110838527698392 0.0015027404970990286 1.1920342644617367e-06 1.9034482994440215e-06 16475.045898360666 0.006260280976488183 0.054778759207356614 6.985690474614688e-06 -5.712097191286428e-07 1.4422784014329265e-08 0.6305089211488348 0.14378063371834882 8.352893655350503 1.8379662024897496 1.647180853349452 0.26055412606927936 0.3463924288869146 0.13814393971879152 13.537877192110665
2460683.6329224585 1 11 0 -372.9423697265045 184.97288773317985 538.8602367895573 609.1746121428959 0.005711935369491365 0.006649516750309548 2.6702223543469484e-06 3.7747939773748476e-06 16592.705985692624 0.009885711204841323 0.05228830668712369 9.3160127856933e-06 -6.871515822715757e-07 2.1068476386644097e-08 0.5750990800276571 0.21681876832483724 2.4415927502399355 2.8729920956381716 0.8403904195254451 1.0952417800242864 -0.01129453025985751 1.1180472692741559 14.28376084504345
