BJD RV e_RV BERV rv1 e_rv1 rv2 e_rv2 rv3 e_rv3 rv4 e_rv4 rv5 e_rv5 rv6 e_rv6 rv7 e_rv7 rv8 e_rv8 rv10 e_rv10 rv11 e_rv11 rv12 e_rv12 rv13 e_rv13 rv14 e_rv14 rv15 e_rv15 rv16 e_rv16 rv17 e_rv17 filename
2460683.6329224585 237.3986119555382 304.3778013510942 -3.698892350782152 76.09408718988776 inf 127.85235829732122 180.21005847589757 250.87937889089767 261.2315972649418 -2394.348421526681 inf 57.36256433358554 187.6445389624142 17.91014126458673 163.9495321169856 -18.443668805804744 198.50103689092822 -13.724941597496782 167.53081755736443 -28.012490718125008 149.19305956397483 -372.9423697265045 184.97288773317985 337.74595785662507 184.6503309560983 3757.03885951271 323.3282235895473 -824.2279854860155 147.7450662456072 2.3028522554696154 inf 24.415424519164752 112.33094779074123 -229.67127291894826 108.05847534342696 0_A.fits
2460683.6329224585 239.87405302208796 208.8687217753981 -3.698892350782152 6.535714834304759 inf 225.63038407118765 226.4369168910855 -184.54776510664715 200.16866208525056 -3373.7532544099213 inf -158.756310230464 189.1241613532222 -32.512489321932335 146.72972649333528 290.9524185256736 146.64244075365804 41.44947482725202 125.02738219821191 238.8694449830712 137.9872369917604 -80.16680094168755 138.2983621378312 651.5595088768846 168.96850630621714 2756.4035597885713 375.67298929425044 -590.3692937072724 129.51170378032018 108.56556579099592 98.80115973769966 266.55446624080764 90.50299645250786 -175.39542148720895 81.40669203903484 0_B.fits
2460328.5467368485 160.11117057850632 244.8096450154156 -6.180980973809985 -11.111698564983978 inf 155.52940249481847 237.3818245918155 -274.9143154486679 158.25717594137956 -3462.7962857394386 inf 11.907946000050602 219.88860503757982 33.441514038223346 141.18266805704783 -108.45758668645793 208.22137301409643 -16.683858188896806 203.9900824937416 -62.291705635570565 172.85773223821687 -160.65365566503334 180.61471164405347 323.44133347581607 203.94229402438845 2944.5474302963894 341.4039301068943 -859.4237762663519 138.66936601019768 169.06559902043105 inf 151.8158071664449 108.1379157167375 -56.813318060182155 111.9538724147621 10_A.fits
2460328.5467368485 216.72079843354106 302.05642915440137 -6.180980973809985 35.86168951476473 inf 379.65783278998975 231.2273291332608 -696.305891733336 316.72525398083275 -1493.5725737075327 inf 128.015974137115 252.36969515136104 -183.28953406616836 143.39453619440903 54.87722467571665 162.17762205212952 -102.6756648805063 137.18969391768943 -41.31751156626371 143.6977295919975 -143.06421733888868 139.695012857942 484.83572941115216 185.86992880929475 3660.611195122589 299.190389301484 -693.9123292636515 134.31252106407163 62.18477191164035 93.3168776066769 -92.24719956335467 104.82158012653123 -71.82253544787041 inf 10_B.fits
2460624.830119106 -148.2368085710996 322.96879077489143 10.813012992598876 -229.95952385122345 inf -1170.0927069135125 336.3546097652569 339.1724982431831 280.1144161368542 11350.560421257986 inf -377.1158693598201 170.72627639813732 -223.38123712043077 113.25336207136692 -479.40287411547854 144.3856192830453 -402.679362589829 111.54975299258689 -313.90216945478556 110.6936036060478 -1122.4272277777886 144.96496712836958 -281.0640221852179 172.3301130055917 3788.850975451886 320.2147588907591 -1080.374851836779 167.63980958521725 -95.84254690144955 99.53945348173954 -189.64728065507035 84.88292064027287 -467.4086447803019 78.93337631665244 11_A.fits
2460624.830119106 -161.50140524701624 309.86712406018916 10.813012992598876 -249.6826053165445 inf -539.2229120763665 419.95171390563684 -447.3298753538038 265.15448570596175 11349.579256860672 inf -99.53812518184263 190.96368794999583 -251.32981770879854 134.29149557901056 -688.9355738753239 150.0150816627331 -610.9790309806104 117.76237595936665 -388.14896500849767 123.71566715039471 -759.7457690326235 168.15227691654525 -275.8889231724228 184.06729218385829 3739.508004176408 319.6958466360474 -1113.438973599406 177.66928697000478 42.148888307061 117.03839141994891 -328.5747717500335 93.34518705720332 -539.5438282019672 81.48052340098008 11_B.fits
2460688.609830795 252.53695495050616 254.22624441631564 -4.965490321320619 -72.50852882465003 inf 384.2321006876164 347.2438411783892 -563.5881068733087 192.5163873389127 -1645.3693670306386 inf 35.118886615286215 195.14450411258892 -68.69718888742347 124.69332914771944 -6.310989173281745 134.93042332325325 225.64450782654745 126.00526113213861 305.92039082564673 120.43841268066714 -100.69572517399412 131.72800913054417 226.55263598635227 165.25600759213398 3405.426684509388 505.7330884998076 -581.0880238120285 175.99032948021068 85.89447229017253 145.21229592494936 190.98144909624284 92.68803555048954 -3.873724610129386 90.2571326294052 12_A.fits
2460688.609830795 226.4574527544522 227.38207987053147 -4.965490321320619 366.06522207096924 inf 47.09251006461731 495.036901390274 -417.3341806193399 316.32744690539784 -4668.73312083734 inf 66.72312770790721 243.07313365637305 -14.64584208833832 230.27233756125153 209.22638062880077 205.43701636698503 374.4474125577266 168.52519474456346 157.01448158020054 159.9080101755796 -157.54669311169243 214.96094879904624 255.30197656318853 194.1833585914524 2801.9172509241735 553.3733856337908 -610.7280424805047 225.02714336617618 85.89447229017253 145.21229592494936 89.29961916590261 inf 146.58403179096723 128.0674490742936 12_B.fits
2460666.7938651023 258.3910272928141 154.16552892580256 0.6011930237039446 283.08669069695594 inf 623.465632567716 276.74118210962433 453.477649773772 261.0420067437882 2318.58055869942 inf 345.01287352763785 219.29967151863553 273.39594352073044 137.80389958627103 -47.97291111268593 161.50436698381296 205.7360099907963 137.86895363414365 213.74545091459825 132.06287830981344 -209.42098344132512 138.43961313866032 641.1659905913849 173.74319120756556 1852.0926194913882 436.12744880374356 -664.4121555429856 171.0951580203441 80.05076879575338 133.7789235073508 62.94171980509915 101.40899837995532 -211.80422678248274 90.17138767905197 13_A.fits
2460666.7938651023 290.7758651611909 269.4152924792766 0.6011930237039446 -36.9425711528111 inf 264.0422148875861 312.83847064166173 -37.15837483562427 201.26210120640636 1326.0772669563896 inf 455.60369929353965 201.51689348774354 64.72358223992066 132.48149242908107 63.73779671221543 156.81310964812613 -293.1982607017447 125.77777360750106 280.56060862947095 111.88424971553688 -2.448774650675523 164.62539886727347 109.56309155380501 153.72329509562655 3692.0027332370673 400.92388542555034 -530.8302867539452 160.5545405705653 72.18514798784722 126.04417012503758 37.8320681164013 93.21403298280805 -105.75313345919153 82.89473238709594 13_B.fits
