BJD n order chunk rv e_rv norm0 e_norm0 norm1 e_norm1 norm2 e_norm2 wave0 e_wave0 wave1 e_wave1 wave2 e_wave2 ip0 e_ip0 atm0 e_atm0 atm1 e_atm1 bkg0 e_bkg0 prms
2460328.5467368485 3 1 0 -43.415106682898234 inf 257.63334583771194 inf -0.0003980105639044462 inf 1.123398987246386e-06 inf 15139.589866516953 inf 0.0504615400865535 inf -5.072281054821277e-07 inf -0.047060344078896754 inf 5.471798721856103 inf 1.0 inf 0.20196205549899113 inf 19.945766781798543
2460328.5467368485 3 2 0 166.27199565641973 153.8698585388465 242.45408123917272 82.82667535601367 -0.0051405601713411615 0.0020278801064868997 9.596173320253724e-06 3.840601446344173e-06 15247.96972631986 0.006799800032977896 0.04821688340816059 7.389708164235466e-06 -5.164152207536651e-07 1.3029968462007922e-08 0.029030858411861822 555433.9258114635 7.457265599064309 3.2089818636482694 3.104856999852261 4.174617746667214 0.3429220177648617 0.45991012603598624 17.393635420621457
2460328.5467368485 3 3 0 -155.45069133731147 215.73605949842337 316.01822667607695 423.19597774006644 -0.005546549119335411 0.007549227015976936 4.291790055942671e-06 6.1167495334769865e-06 15350.970987707931 0.010411842042550482 0.04578207595203131 9.628280744329556e-06 -5.974132391940592e-07 1.8096678286108956e-08 0.35105989834690576 0.25062723109029045 7.419027272651473 11.083565613116034 1.176542114776156 1.6971765285034257 0.17684598993327919 1.5770548347969335 15.647547290566347
2460328.5467368485 3 4 0 -3281.7524997467203 inf 227.08082450460626 inf -0.0010508864256435378 inf -4.157229862138504e-06 inf 15558.863331069417 inf 0.051152453650744195 inf -3.0198147327191364e-06 inf -0.037315927495650165 inf 77.66331875604486 inf 1.0 inf 0.7482877277345142 inf 14.133064501761888
2460328.5467368485 3 5 0 -50.91875486828858 184.81875371155317 303.49554226598684 26.024381219075632 0.00015321701546668173 0.00099643849959652 5.5834628066661626e-06 1.8267037370264606e-06 15671.481300851648 0.008721985158119219 0.049489959500789354 1.014312220931568e-05 -5.891411349002715e-07 1.299989948645903e-08 0.23688401232332235 0.2232442103927939 6.69979292788293 2.985647840371976 1.9860472040214772 0.2762525844053112 0.37390551177970277 0.11809764728465685 11.677150021875669
2460328.5467368485 3 6 0 88.23667698695438 148.18487981579455 375.7770848227682 24.125580079685104 -0.0036809170368647544 0.00116892771838735 7.474349731232447e-06 2.366163314148783e-06 15777.265062118591 0.0033715963746914625 0.04698704039920041 4.187959194587107e-06 -5.891046991696772e-07 7.59009394107399e-09 0.4720427435223151 0.1338514100567907 9.605513617500282 5.934781986824357 1.8519713679754475 0.1987944450405284 0.36246657500589546 0.08801718924717804 11.339357461280946
2460328.5467368485 3 7 0 -154.00647334165717 198.0728631114263 394.42652233216717 43.62937023694297 -0.004803231367270263 0.0014861115908380645 -2.7460910895124118e-06 2.5578171090221317e-06 16004.534226370153 0.004079397155984186 0.053261094131930704 1.063395587959187e-05 -5.078791741746705e-07 1.5821496891572976e-08 0.7477596440779734 0.11828856373628983 15.797575763341865 3.86569780160524 1.2718670219843984 0.2094514320732341 0.0850751819728593 0.12089543970318138 13.506649432511326
2460328.5467368485 3 8 0 -86.10128573222623 203.6791951065628 539.4190069660235 86.68815934019162 -0.008997574337948818 0.0022628324902893905 9.947342527645417e-06 4.024617373060806e-06 16118.998604033208 0.004973331944401253 0.050861438808677016 1.062731227418925e-05 -5.630839556647135e-07 1.392711088059182e-08 0.7866232193998601 0.13445892930229852 0.18729444745712065 3.7701287578236147 1.1316347490263399 0.2570235414675646 -0.00220318273857763 0.16109052970760723 15.352136237370626
2460328.5467368485 3 10 0 -107.14600914776685 171.52609843946442 1192.7324014728424 468.92556744692547 -0.0056944565422087584 0.003997757203343117 1.908957077553778e-05 9.954401639138343e-06 16474.98601482925 0.006809970743070294 0.054779050597986094 7.4080098281839515e-06 -4.897160007904647e-07 1.6533919875296006e-08 1.118983952307126 0.1379466219463912 1.8634770338650306 0.9216279548894447 0.5008060403864849 0.22864023434817943 -0.5307695456853262 0.1847132437239412 13.936934825452187
2460328.5467368485 3 11 0 -233.1484315095677 161.82915853773622 614.049388739875 447.23822337068884 -0.009546699197554995 0.006964920404410437 3.663619214490084e-06 3.714359096644902e-06 16592.684223184166 0.008526095341932534 0.05231057077583272 8.537025781600502e-06 -6.439163069760583e-07 1.9416080168401594e-08 0.5190321410558513 0.20617872289740746 3.3473441332061964 2.5781146747645183 1.0550987748256233 0.9220103620234201 0.011357725859596308 0.7369540833626712 14.632237972417094
2460328.5467368485 3 12 0 398.5472729889644 221.18974106057033 606.8321258725376 136.9991982338803 -0.005272410971386856 0.0019740704266893207 5.4789615373338895e-06 3.547864394301891e-06 16704.624735508558 0.014723426876883884 0.04969868246997252 7.894819157388579e-06 -5.953596290288265e-07 1.8444675152819593e-08 0.7893203801817854 0.15997020732637007 0.2598088066368108 0.9807717098127681 1.212695306125067 0.36239322271654617 0.048328923049228055 0.23684821641438222 14.380127056136367
2460328.5467368485 3 13 0 3947.3628175070485 206.78916814332678 269.58828016828346 24.558377653680687 -0.005782783194547559 0.0008236259996626054 1.8250670679899833e-06 1.2494046587977352e-06 16973.771220052764 0.009979618628372848 0.056362999155963704 1.2067285886246444e-05 -5.722418320794667e-07 2.313102015465759e-08 1.1936222951100766 0.24161424294729694 21.387007981390497 3.3752899347725056 4.299417297389771 0.6174605141965681 1.5431223067408668 0.23197995487630352 13.55935309377721
2460328.5467368485 3 14 0 -1037.2080350862518 124.71241069756964 546.5859615430761 36.11491019885798 -0.010611197653041145 0.0014720577370726272 1.6175861332271139e-06 2.482083916924891e-06 17094.928793231593 0.006451957197410416 0.053832507215273655 7.210832682158171e-06 -5.633811579903562e-07 1.2469188927505808e-08 0.6491930281616564 0.18357259934684272 5.7192655073984495 0.574741424850642 1.516954661395624 0.18078433457586016 0.19459556874154874 0.07902874317682336 14.068264943071544
2460328.5467368485 3 15 0 141.2037600221197 109.60065290887374 508.0663036751907 24.849440780526717 -0.010940227862333717 0.001579889714705668 -3.276569119448809e-06 2.7171392411908854e-06 17210.101116719023 0.005087664768539064 0.05115872907230705 5.757887863883857e-06 -6.351099209863466e-07 1.0270444369939126e-08 -0.028001230868019564 363606.5096016555 5.222155832583556 0.428663642269426 1.2500712407300387 0.23135771486498383 0.2119630257442863 0.05949531608742922 16.84227921585891
2460328.5467368485 3 16 0 188.16588020318724 109.29734671150341 558.9236220686005 9.572216393766476 -0.004600947984168966 0.001591472542188434 -2.7005814595849773e-06 3.1009732812323704e-06 17503.42568819702 0.006335838094708231 0.05810287341747906 5.2313076704715105e-06 -5.30548134687047e-07 1.1098980014885832e-08 0.48286577531405633 0.24585846965603925 3.983558300751091 0.14041651797159532 0.9546106988787715 0.5914622343639941 0.02968453577338643 0.0176244669232641 20.563526540899204
2460328.5467368485 3 17 0 -8.754584435835621 inf 544.7441934073727 inf -0.013287693949700254 inf 7.119526871331912e-06 inf 17628.17951059374 inf 0.05547973266464119 inf -6.279646654047343e-07 inf -0.005865409722362769 inf 3.8018545582586847 inf 0.7968561513469007 inf 0.02774876231570088 inf 22.49445417522391

2460328.5537368485 4 1 0 -29.37649162732355 inf 440.1976348745795 inf -0.012584430310888687 inf 2.3841293648484123e-06 inf 15139.598626780331 inf 0.05045741436311828 inf -5.022939068387338e-07 inf 0.6089874374428202 inf 3.9267053513484282 inf 1.0 inf 0.065951305341239 inf 18.298344873341385
2460328.5537368485 4 2 0 220.08006104248585 191.7961407434666 445.4039050821111 321.44799272667484 -0.004556070158484662 0.0036038794913143364 1.7869933179346579e-06 2.993625403443004e-06 15247.973511032367 0.009421391007037608 0.04823571860570523 7.972720960184071e-06 -4.5142025950879643e-07 1.5461386263868974e-08 0.7179184826595336 0.2248691898926314 4.668023609854798 3.877500605680659 0.02922638012462997 3.0796037817284008 0.22817835450453014 0.8872960180475415 15.092458837851863
2460328.5537368485 4 3 0 -199.9790287315555 315.46145396030425 487.336252542207 851.4541542458229 0.005855412733894315 0.010275519055097236 3.297647234649837e-07 2.957781646915012e-06 15351.106261459461 0.015978507362654663 0.04580010745224459 1.175216424717746e-05 -6.22896375532181e-07 2.3271716682982326e-08 1.4381932780082654 0.2737658789981997 6.411646587105109 12.246791744349036 1.1560637626260444 2.141961239409637 0.11067171429189233 1.9414124403128132 14.051978413691721
2460328.5537368485 4 4 0 -3577.417281306196 inf 630.188762276597 inf -0.007089775390582597 inf -1.2764119342175143e-05 inf 15558.834877128344 inf 0.05119640043494923 inf -3.1912631337024663e-06 inf 149.05636006270427 inf 39.13157955114276 inf 1.0 inf -0.059268325569257325 inf 12.182444667338437
2460328.5537368485 4 5 0 89.65482996759475 248.43658265381993 1329.009314674164 795.8583139947325 -0.005097219407607208 0.005569723248665038 -9.777692221255734e-06 9.40406653494578e-06 15671.593863057718 0.0127506561433486 0.04948021197412249 1.1659613670398985e-05 -5.375415524481376e-07 1.637749851669005e-08 1.1228793909720391 0.120565267165555 3.8002274220883616 2.4323166854152163 0.42157757592186534 0.2855614730158236 -0.5477680611878288 0.2709521753877157 11.136527471701429
2460328.5537368485 4 6 0 -276.53551412069356 145.50329347240407 396.8153461412798 30.128972969794457 0.003222918691712359 0.001093422859847706 -3.3912666960389694e-06 2.1368232232290196e-06 15777.306333391158 0.003137348543332473 0.047001534561587996 4.0511338974694296e-06 -5.892953769223051e-07 7.429445383720182e-09 0.7328414367353013 0.10916440075064034 4.542864444789752 4.8199325682787375 1.6995991608088294 0.20401701279319198 0.2743325957604033 0.09726891857752586 11.2876937217078
2460328.5537368485 4 7 0 -11.609046964643476 157.77083438659545 572.7098550380449 48.57437038037756 -0.013090924586134646 0.002008019117649104 2.7154357013265207e-06 3.043795150444353e-06 16004.63773551894 0.003306314177239118 0.05327473417181769 8.467238512636049e-06 -5.378672531866438e-07 1.2702487153946129e-08 0.7172672743500884 0.09899351392736241 0.12552150555646396 2.7769407331428315 1.3410398070287028 0.17201121652476664 0.1429710523736492 0.0976721921286967 12.264966988883568
2460328.5537368485 4 8 0 -144.80423731751344 138.1077120928078 546.4537471909046 49.06059955040247 -0.005746990169657839 0.0013464736378352308 -3.1280288242409223e-06 2.503884220793181e-06 16119.114396901121 0.0034376554429488824 0.05086300859054515 7.164718383000678e-06 -5.817306020967461e-07 9.599072060267541e-09 0.8160237487263343 0.09714185947256304 8.095322557288066 3.04597828154303 1.3827636468739104 0.18511178620324722 0.12603761741638494 0.10164515824719456 13.499055554974056
2460328.5537368485 4 10 0 33.54478485467296 139.95822824088202 790.3519260123061 120.60393644494809 -0.01871671145883256 0.0034316530869602166 -6.3792048742744916e-06 3.901886622064108e-06 16475.128233215335 0.005566423106455966 0.05480293916435659 6.297980396166748e-06 -5.430997771333171e-07 1.3550251428806335e-08 0.7293803675446651 0.1253345486989258 3.111639741593318 1.0441268858754265 1.019763427633855 0.2086828170286255 -0.09737399942135612 0.13809973583926075 13.469251054378217
2460328.5537368485 4 11 0 -179.85294715801743 156.0982488643888 327.5241246465052 79.74978107284007 -0.0014966068927453698 0.0007180019744714219 3.622267047575523e-07 1.2625369580805622e-06 16592.788130823465 0.008222359351821367 0.05231123706596388 7.850153553123751e-06 -6.144915619914781e-07 1.7623495724086566e-08 0.5340933583658976 0.2004401181863105 6.4076106764617995 2.0668873048429837 2.6495003998794138 0.9477214984269418 0.9157392178649671 0.46700480284746476 14.036145038867332
2460328.5537368485 4 12 0 534.5961325440792 182.16965914251597 555.979935240755 88.44712893826888 0.0005290064993490961 0.0014153304699702771 -7.259522366117016e-07 2.6948286489935516e-06 16704.78738295977 0.01224363448140197 0.049682044643481624 6.682574123307655e-06 -6.450369060405841e-07 1.5621083362071888e-08 0.8454883470603983 0.1389753426053535 3.446888835097098 1.1351874232744827 1.4837466021811696 0.3275220015036822 0.21420891594774394 0.19333788077743094 13.969894522097439
2460328.5537368485 4 13 0 3883.4884680772716 150.08670051726287 298.4714017372759 27.393939394086637 -0.0038963968396107966 0.000741940779755192 7.254131947521774e-06 1.4385482524973104e-06 16973.862312266832 0.007299259686040464 0.05638249310760342 8.378731476718828e-06 -6.69303572230231e-07 1.582376002450554e-08 0.46658548332348393 0.20118340544203075 14.866271695388491 2.2703875492650134 4.908359441732765 0.6474592785245878 1.3934847201394094 0.22018476125514408 13.60287622418768
2460328.5537368485 4 14 0 -844.2474341811361 117.41198260768671 547.6429721390703 29.31017655238622 -0.006504616272848356 0.001254821064403582 -6.966283125090229e-07 2.3444850746716667e-06 17094.99937310165 0.00608174786764336 0.053848002065989505 6.929602122911823e-06 -5.437417669619046e-07 1.2037519304230986e-08 0.666984279743489 0.17536988363376108 6.622353534998812 0.5536103807095507 1.4192920811155312 0.16763118859774873 0.255229250249588 0.06726135879079456 13.979472925258568
2460328.5537368485 4 15 0 137.1293423694552 95.67450882281955 574.0958370967107 28.775848497571776 0.011523958193385959 0.001491721640809057 -6.106204164328265e-07 2.6824315772844913e-06 17210.26780041585 0.004672641120541571 0.05117648383601186 4.745508285986839e-06 -6.258444432183573e-07 8.506973996214267e-09 0.12360296210618417 0.18673424162911204 4.306469381400351 0.33965118086875434 1.0374418181112754 0.1752530329497635 0.06097950373335281 0.05336407552117923 16.724917487672325
2460328.5537368485 4 16 0 -99.27809604149053 97.74714052702016 527.3319753338048 8.03117506125408 -0.003963216910093559 0.0014344439878610472 7.641831671413744e-06 2.793147314309699e-06 17503.58819150204 0.005554522126616377 0.05811625685586378 4.70196056088075e-06 -5.019158506204782e-07 9.82296081887851e-09 0.050169901736951156 2.183404521655215 4.242192622915748 0.1362735104144102 0.48523549271200017 0.5382497779727099 0.039997524499957166 0.015836997506577043 20.552061969877002
