,BJD,RV,eRV,Flag,eRV_og,residuals
0,0.0,48.29002844328313,33.412645969689315,1,27.48142463,48.29002844328313
1,49.944241519551724,23.151024100058237,30.611516772187226,1,23.99768214,23.151024100058237
2,54.937785289715976,-19.277824790437535,42.36570937770008,1,37.86392901,-19.277824790437535
3,69.92236800957471,43.0850753204151,41.339099341853796,1,36.71164561,43.0850753204151
4,81.69271639967337,-48.938549762902355,40.02084114922208,1,35.22061208,-48.938549762902355
5,87.90230625960976,22.320763403175306,30.962270418512386,1,24.44352631,22.320763403175306
6,89.81115163955837,-8.76364298875913,40.50516157787078,1,35.76998607,-8.76364298875913
7,97.68124486971647,4.050122938698678,35.24807126064448,1,29.68586055,4.050122938698678
8,108.7870960496366,-34.772271729529024,45.64882077439083,1,41.50468199,-34.772271729529024
9,139.66749294986948,-96.28422907306869,37.42607859214492,1,32.24182296,-96.28422907306869
10,157.75800319993868,33.98511780024175,37.0886444262769,1,31.84951074,33.98511780024175
11,369.88983573997393,-40.261308995004924,33.75786986848866,1,27.90013561,-40.261308995004924
12,393.9646271299571,3.8050444091106783,35.26036532638829,1,29.7004571,3.8050444091106783
13,416.9664695998654,-16.624152865966426,30.440275171650622,1,23.77885913,-16.624152865966426
14,429.92106541991234,26.459151732497787,31.443863249757015,1,25.05075498,26.459151732497787
15,435.92837311979383,-22.577378452523988,43.42396384293572,1,39.04439044,-22.577378452523988
16,443.8735050498508,53.444441611831365,29.95959465849656,1,23.16033465,53.444441611831365
17,452.7674304796383,-60.53121202208233,26.425101632493206,1,18.3605497,-60.53121202208233
18,457.7443388099782,72.05496151268,36.45291143065523,1,31.10688896,72.05496151268
19,465.7766473595984,24.197729846956832,57.13407778249633,1,53.88067031,24.197729846956832
