,BJD,RV,eRV,eRV_og,residuals
0,0.0,0.0,1.0,1.0,0.0
1,0.013987271056126167,0.0,1.0,1.0,0.0
2,0.027974542112252334,0.0,1.0,1.0,0.0
3,0.0419618131683785,0.0,1.0,1.0,0.0
4,0.05594908422450467,0.0,1.0,1.0,0.0
5,0.06993635528063083,0.0,1.0,1.0,0.0
6,0.083923626336757,0.0,1.0,1.0,0.0
7,0.09791089739288317,0.0,1.0,1.0,0.0
8,0.11189816844900934,0.0,1.0,1.0,0.0
9,0.1258854395051355,0.0,1.0,1.0,0.0
10,0.13987271056126166,0.0,1.0,1.0,0.0
11,0.15385998161738784,0.0,1.0,1.0,0.0
12,0.167847252673514,0.0,1.0,1.0,0.0
13,0.18183452372964018,0.0,1.0,1.0,0.0
14,0.19582179478576633,0.0,1.0,1.0,0.0
15,0.20980906584189252,0.0,1.0,1.0,0.0
16,0.22379633689801867,0.0,1.0,1.0,0.0
17,0.23778360795414483,0.0,1.0,1.0,0.0
18,0.251770879010271,0.0,1.0,1.0,0.0
19,0.2657581500663972,0.0,1.0,1.0,0.0
20,0.2797454211225233,0.0,1.0,1.0,0.0
21,0.2937326921786495,0.0,1.0,1.0,0.0
22,0.3077199632347757,0.0,1.0,1.0,0.0
23,0.32170723429090187,0.0,1.0,1.0,0.0
24,0.335694505347028,0.0,1.0,1.0,0.0
25,0.3496817764031542,0.0,1.0,1.0,0.0
26,0.36366904745928036,0.0,1.0,1.0,0.0
27,0.3776563185154065,0.0,1.0,1.0,0.0
28,0.39164358957153267,0.0,1.0,1.0,0.0
29,0.40563086062765885,0.0,1.0,1.0,0.0
30,0.41961813168378503,0.0,1.0,1.0,0.0
31,0.43360540273991116,0.0,1.0,1.0,0.0
32,0.44759267379603734,0.0,1.0,1.0,0.0
33,0.4615799448521635,0.0,1.0,1.0,0.0
34,0.47556721590828965,0.0,1.0,1.0,0.0
35,0.48955448696441584,0.0,1.0,1.0,0.0
36,0.503541758020542,0.0,1.0,1.0,0.0
37,0.5175290290766682,0.0,1.0,1.0,0.0
38,0.5315163001327944,0.0,1.0,1.0,0.0
39,0.5455035711889206,0.0,1.0,1.0,0.0
